"date","likes"
2011-07-26 16:23:13.000,3
2011-07-27 14:12:54.000,14
2011-07-28 12:22:12.000,17
2011-07-29 13:20:24.000,31
2011-08-01 13:58:16.000,4
2011-08-01 15:49:21.000,1
2011-08-02 13:50:29.000,9
2011-08-02 16:43:46.000,2
2011-08-03 13:33:49.000,0
2011-08-04 13:56:18.000,4
2011-08-05 16:59:39.000,6
2011-08-08 18:13:00.000,4
2011-08-09 17:37:00.000,8
2011-08-10 11:51:32.000,2
2011-08-15 13:59:56.000,29
2011-08-15 19:43:52.000,6
2011-08-17 10:28:57.000,7
2011-08-17 13:49:43.000,9
2011-08-18 12:45:42.000,2
2011-08-18 16:39:05.000,8
2011-08-19 11:26:42.000,6
2011-08-19 16:27:12.000,5
2011-08-23 13:21:49.000,6
2011-08-23 16:54:37.000,14
2011-08-24 14:04:28.000,9
2011-08-25 11:32:00.000,23
2011-08-26 16:45:09.000,13
2011-08-30 13:08:25.000,9
2011-08-30 16:27:24.000,15
2011-09-01 15:10:35.000,45
2011-09-02 11:46:17.000,2
2011-09-05 11:30:58.000,6
2011-09-05 15:28:41.000,2
2011-09-06 11:35:02.000,4
2011-09-06 15:43:45.000,3
2011-09-09 20:16:25.000,1
2011-09-14 14:09:56.000,279
2011-09-20 12:03:15.000,66
2011-09-20 16:04:47.000,4
2011-09-21 12:39:13.000,8
2011-09-21 17:33:56.000,2
2011-09-22 17:32:05.000,10
2011-09-23 13:52:08.000,15
2011-09-27 13:31:58.000,1
2011-09-27 14:48:37.000,18
2011-09-28 12:49:35.000,1
2011-09-28 17:38:53.000,229
2011-09-29 15:51:56.000,15
2011-09-30 17:15:26.000,11
2011-10-03 11:22:31.000,2
2011-10-04 14:16:46.000,6
2011-10-04 15:33:26.000,57
2011-10-05 10:19:14.000,4
2011-10-05 16:55:30.000,22
2011-10-06 18:19:16.000,7
2011-10-07 19:00:32.000,99
2011-10-11 12:52:29.000,0
2011-10-12 11:33:26.000,45
2011-10-12 17:11:21.000,5
2011-10-13 13:22:04.000,4
2011-10-14 14:22:26.000,5
2011-10-14 18:39:28.000,4
2011-10-17 12:32:49.000,33
2011-10-17 15:55:25.000,7
2011-10-18 11:55:28.000,7
2011-10-18 14:19:01.000,6
2011-10-21 14:16:51.000,11
2011-10-21 17:26:41.000,28
2011-10-24 12:35:45.000,45
2011-10-24 14:41:57.000,5
2011-10-24 17:00:40.000,11
2011-10-26 13:33:12.000,0
2011-10-26 14:34:14.000,6
2011-10-27 18:13:00.000,1
2011-10-28 11:52:30.000,83
2011-10-28 16:06:16.000,3
2011-10-31 13:15:00.000,13
2011-11-01 13:04:23.000,4
2011-11-02 18:49:29.000,3
2011-11-03 15:37:32.000,12
2011-11-07 17:13:27.000,0
2011-11-08 16:28:01.000,89
2011-11-09 13:47:54.000,1
2011-11-10 14:06:16.000,2
2011-11-11 18:04:26.000,11
2011-11-15 11:47:43.000,18
2011-11-15 17:31:00.000,0
2011-11-16 12:03:12.000,55
2011-11-16 16:06:42.000,3
2011-11-16 17:02:00.000,44
2011-11-17 12:01:24.000,4
2011-11-17 14:11:05.000,4
2011-11-18 14:08:00.000,6
2011-11-21 14:02:08.000,25
2011-11-21 16:43:55.000,12
2011-11-22 14:04:26.000,4
2011-11-22 15:01:04.000,9
2011-11-23 12:04:20.000,3
2011-11-23 13:52:35.000,27
2011-11-28 12:50:29.000,6
2011-11-29 11:16:37.000,32
2011-11-29 16:20:45.000,12
2011-11-30 13:29:01.000,4
2011-11-30 16:22:04.000,4
2011-12-01 15:45:36.000,7
2011-12-02 15:38:23.000,3
2011-12-05 13:36:28.000,5
2011-12-06 11:58:49.000,8
2011-12-06 14:27:14.000,1
2011-12-07 13:24:24.000,8
2011-12-08 15:14:35.000,6
2011-12-09 13:10:31.000,36
2011-12-12 14:20:56.000,20
2011-12-15 15:05:45.000,1
2011-12-20 15:43:08.000,11
2011-12-23 10:10:21.000,148
2011-12-27 09:01:30.000,25
2011-12-27 13:48:35.000,5
2011-12-28 15:41:48.000,131
2011-12-29 12:27:34.000,31
2012-01-10 13:17:36.000,6
2012-01-10 13:31:40.000,41
2012-01-10 14:30:40.000,2
2012-01-10 16:39:39.000,5
2012-01-11 13:58:37.000,7
2012-01-12 15:56:05.000,1
2012-01-13 15:23:57.000,40
2012-01-13 15:39:31.000,1
2012-01-13 17:59:52.000,10
2012-01-16 16:00:32.000,1
2012-01-17 12:36:44.000,5
2012-01-17 18:35:05.000,15
2012-01-18 12:49:22.000,26
2012-01-18 14:41:28.000,9
2012-01-18 17:20:30.000,18
2012-01-19 13:24:04.000,2
2012-01-19 13:39:52.000,3
2012-01-20 12:44:16.000,2
2012-01-20 13:46:04.000,5
2012-01-20 14:03:47.000,28
2012-01-20 15:07:48.000,19
2012-01-20 15:31:00.000,7
2012-01-20 16:27:13.000,2
2012-01-23 12:52:25.000,0
2012-01-23 15:27:51.000,0
2012-01-23 16:37:13.000,2
2012-01-23 17:44:49.000,4
2012-01-23 18:01:04.000,2
2012-01-24 16:47:08.000,4
2012-01-24 17:37:44.000,3
2012-01-25 18:23:12.000,18
2012-01-27 16:55:56.000,2
2012-01-27 16:56:46.000,9
2012-01-30 10:45:25.000,12
2012-01-30 16:00:51.000,12
2012-01-30 16:53:42.000,4
2012-01-31 12:32:41.000,18
2012-01-31 12:44:16.000,6
2012-02-01 15:05:13.000,0
2012-02-01 15:05:50.000,1
2012-02-01 16:06:36.000,0
2012-02-01 16:28:53.000,50
2012-02-02 12:55:00.000,1
2012-02-02 13:52:08.000,108
2012-02-02 15:50:32.000,3
2012-02-02 18:49:53.000,67
2012-02-02 18:50:33.000,4
2012-02-03 11:41:34.000,0
2012-02-03 11:42:08.000,7
2012-02-03 13:08:00.000,2
2012-02-03 16:33:56.000,7
2012-02-03 17:46:49.000,17
2012-02-06 12:27:17.000,3
2012-02-07 16:48:12.000,4
2012-02-07 18:46:43.000,9
2012-02-08 13:15:34.000,1
2012-02-08 13:16:04.000,10
2012-02-08 17:04:33.000,3
2012-02-08 17:20:46.000,1
2012-02-08 17:43:38.000,20
2012-02-08 18:50:40.000,24
2012-02-09 11:17:25.000,9
2012-02-09 12:51:25.000,4
2012-02-09 16:06:16.000,19
2012-02-09 16:11:41.000,3
2012-02-09 18:16:12.000,133
2012-02-10 13:41:41.000,6
2012-02-10 14:20:16.000,16
2012-02-10 14:38:09.000,5
2012-02-10 15:53:12.000,1
2012-02-10 18:39:40.000,95
2012-02-10 19:15:41.000,61
2012-02-13 14:13:18.000,27
2012-02-13 15:06:04.000,1
2012-02-13 17:22:24.000,22
2012-02-13 19:07:54.000,9
2012-02-13 19:12:21.000,13
2012-02-14 09:49:26.000,3
2012-02-14 14:11:49.000,1
2012-02-14 14:53:12.000,56
2012-02-14 15:13:48.000,3
2012-02-14 15:46:50.000,9
2012-02-14 15:56:12.000,2
2012-02-14 16:55:08.000,4
2012-02-14 18:08:20.000,1
2012-02-15 16:55:52.000,22
2012-02-15 16:59:00.000,5
2012-02-15 18:50:44.000,3
2012-02-16 13:43:51.000,18
2012-02-16 14:31:56.000,2
2012-02-16 16:20:47.000,30
2012-02-16 16:41:35.000,18
2012-02-16 17:17:12.000,25
2012-02-16 18:42:56.000,28
2012-02-17 13:19:41.000,8
2012-02-17 14:45:49.000,17
2012-02-17 16:35:29.000,6
2012-02-20 11:39:11.000,48
2012-02-20 14:08:08.000,11
2012-02-20 14:08:41.000,21
2012-02-20 17:47:20.000,5
2012-02-20 18:18:20.000,39
2012-02-20 18:21:32.000,1
2012-02-20 18:22:36.000,0
2012-02-21 13:00:24.000,15
2012-02-21 13:00:37.000,7
2012-02-22 12:05:37.000,2
2012-02-22 14:23:05.000,61
2012-02-24 18:30:40.000,5
2012-02-29 11:22:34.000,2
2012-03-01 18:37:04.000,5
2012-03-05 12:05:00.000,3
2012-03-06 16:03:51.000,4
2012-03-06 17:50:12.000,57
2012-03-07 15:57:41.000,13
2012-03-07 16:00:12.000,4
2012-03-07 16:42:32.000,66
2012-03-11 17:30:49.000,7
2012-03-12 14:31:04.000,7
2012-03-12 14:37:32.000,19
2012-03-13 11:59:48.000,14
2012-03-13 13:33:28.000,2
2012-03-13 13:51:04.000,1
2012-03-13 15:53:09.000,10
2012-03-13 17:21:37.000,35
2012-03-14 13:02:28.000,12
2012-03-14 14:15:24.000,5
2012-03-14 14:18:16.000,9
2012-03-14 14:42:48.000,0
2012-03-14 18:35:52.000,4
2012-03-15 12:15:36.000,2
2012-03-15 13:49:12.000,0
2012-03-15 15:11:13.000,43
2012-03-15 15:37:00.000,6
2012-03-15 16:39:29.000,1
2012-03-15 16:49:36.000,1
2012-03-16 12:09:52.000,117
2012-03-16 18:16:24.000,2
2012-03-19 11:18:05.000,10
2012-03-19 13:47:50.000,2
2012-03-19 15:59:33.000,2
2012-03-20 11:56:23.000,13
2012-03-20 13:02:33.000,1
2012-03-20 16:57:09.000,144
2012-03-21 12:12:18.000,3
2012-03-21 13:39:18.000,264
2012-03-21 16:08:20.000,0
2012-03-21 16:08:33.000,0
2012-03-21 18:31:00.000,107
2012-03-22 10:40:13.000,9
2012-03-22 13:17:17.000,1
2012-03-22 16:27:17.000,4
2012-03-22 16:52:40.000,0
2012-03-22 17:18:53.000,2
2012-03-23 12:56:24.000,7
2012-03-23 15:32:00.000,3
2012-03-23 15:55:29.000,4
2012-03-23 16:05:30.000,0
2012-03-23 16:09:13.000,10
2012-03-23 16:39:51.000,0
2012-03-26 10:52:55.000,3
2012-03-26 11:09:48.000,1
2012-03-26 11:28:34.000,0
2012-03-26 12:57:12.000,6
2012-03-26 13:02:48.000,12
2012-03-26 15:09:48.000,32
2012-03-26 17:29:00.000,42
2012-03-26 17:50:16.000,1
2012-03-27 12:30:00.000,7
2012-03-27 15:17:46.000,7
2012-03-27 16:09:13.000,3
2012-03-27 17:33:04.000,6
2012-03-27 17:41:30.000,2
2012-03-28 12:28:40.000,4
2012-03-28 13:15:56.000,0
2012-03-28 13:39:12.000,2
2012-03-28 13:56:37.000,10
2012-03-28 15:12:29.000,12
2012-03-28 16:28:09.000,12
2012-03-28 17:13:48.000,6
2012-03-28 17:17:20.000,13
2012-03-29 11:59:40.000,1
2012-03-29 13:41:32.000,4
2012-03-29 14:35:38.000,3
2012-03-30 15:29:20.000,3
2012-04-02 09:33:26.000,6
2012-04-02 14:45:22.000,4
2012-04-03 11:53:28.000,2
2012-04-03 17:13:44.000,1
2012-04-04 12:35:08.000,163
2012-04-04 12:49:08.000,5
2012-04-04 14:27:08.000,3
2012-04-05 14:15:09.000,0
2012-04-05 17:43:45.000,8
2012-04-05 18:00:13.000,12
2012-04-06 12:39:56.000,0
2012-04-06 13:41:26.000,5
2012-04-06 15:20:42.000,6
2012-04-09 12:55:08.000,5
2012-04-09 14:08:01.000,42
2012-04-09 16:06:12.000,7
2012-04-10 16:02:17.000,74
2012-04-10 17:01:42.000,14
2012-04-11 14:50:05.000,63
2012-04-12 13:18:38.000,0
2012-04-12 14:00:04.000,0
2012-04-12 16:25:30.000,5
2012-04-13 14:44:44.000,1
2012-04-13 15:58:09.000,8
2012-04-13 16:07:36.000,2
2012-04-16 16:27:40.000,1
2012-04-16 18:03:53.000,2
2012-04-16 19:09:25.000,2
2012-04-17 10:58:08.000,1
2012-04-17 11:54:26.000,18
2012-04-17 13:20:53.000,1
2012-04-17 15:45:00.000,6
2012-04-17 17:37:49.000,13
2012-04-17 18:22:12.000,1
2012-04-18 08:52:42.000,21
2012-04-18 13:05:05.000,4
2012-04-19 14:33:44.000,0
2012-04-19 16:05:57.000,2
2012-04-19 16:57:04.000,38
2012-04-20 12:30:18.000,5
2012-04-20 13:07:40.000,16
2012-04-20 14:00:29.000,8
2012-04-24 16:28:21.000,7
2012-04-24 18:03:08.000,42
2012-04-25 18:51:33.000,3
2012-04-27 14:43:04.000,10
2012-04-27 15:02:04.000,3
2012-04-27 18:36:04.000,98
2012-05-02 11:41:18.000,5
2012-05-03 11:59:46.000,2
2012-05-03 13:02:04.000,20
2012-05-04 13:00:38.000,4
2012-05-12 15:49:47.000,13
2012-05-14 13:19:43.000,4
2012-05-16 18:09:45.000,14
2012-05-17 13:42:32.000,0
2012-05-18 14:14:56.000,9
2012-05-18 14:26:38.000,12
2012-05-25 14:32:50.000,0
2012-05-25 14:44:45.000,3
2012-05-28 12:02:56.000,59
2012-05-29 16:13:21.000,6
2012-05-30 13:45:41.000,12
2012-05-30 13:54:29.000,1
2012-05-30 17:30:08.000,7
2012-05-31 17:55:44.000,5
2012-06-01 14:43:32.000,10
2012-06-01 17:41:51.000,17
2012-06-04 16:49:17.000,11
2012-06-05 15:39:28.000,2
2012-06-06 12:53:04.000,1
2012-06-07 13:57:32.000,7
2012-06-07 16:48:50.000,6
2012-06-08 13:12:19.000,5
2012-06-08 19:52:10.000,129
2012-06-09 16:24:36.000,1
2012-06-13 10:58:39.000,25
2012-06-13 12:46:13.000,4
2012-06-13 13:25:48.000,16
2012-06-13 14:02:49.000,7
2012-06-14 12:21:14.000,8
2012-06-14 13:22:19.000,4
2012-06-14 15:57:22.000,12
2012-06-15 11:57:16.000,38
2012-06-15 15:58:19.000,4
2012-06-18 12:00:34.000,11
2012-06-18 12:41:24.000,53
2012-06-20 11:13:09.000,2
2012-06-20 17:37:04.000,55
2012-06-20 17:42:05.000,10
2012-06-21 15:13:06.000,21
2012-06-25 08:52:00.000,106
2012-06-25 16:38:24.000,1405
2012-06-26 14:33:26.000,16
2012-06-27 13:36:09.000,2
2012-07-02 12:16:52.000,243
2012-07-03 15:43:30.000,155
2012-07-03 18:00:47.000,11
2012-07-04 12:37:42.000,0
2012-07-04 13:19:21.000,117
2012-07-04 17:41:12.000,4
2012-07-04 19:26:58.000,3
2012-07-05 10:56:26.000,30
2012-07-05 14:34:15.000,10
2012-07-05 16:41:30.000,4
2012-07-06 17:25:15.000,250
2012-07-12 18:22:49.000,6
2012-07-13 16:32:30.000,3
2012-07-13 17:22:50.000,12
2012-07-16 10:15:08.000,116
2012-07-18 19:01:44.000,11
2012-07-18 21:49:04.000,114
2012-07-19 11:35:20.000,10
2012-07-19 17:50:04.000,16
2012-07-20 12:06:27.000,12
2012-07-20 16:55:16.000,32
2012-07-24 16:48:45.000,44
2012-07-24 18:23:17.000,169
2012-07-26 11:53:08.000,18
2012-07-27 14:12:33.000,5
2012-07-27 16:50:25.000,12
2012-07-30 14:51:14.000,11
2012-07-30 17:03:50.000,26
2012-08-01 12:47:00.000,82
2012-08-02 14:10:04.000,17
2012-08-03 14:10:13.000,11
2012-08-03 14:56:32.000,16
2012-08-06 12:36:09.000,157
2012-08-08 13:32:52.000,10
2012-08-09 13:12:43.000,1
2012-08-10 17:26:04.000,8
2012-08-13 13:34:23.000,18
2012-08-16 19:57:09.000,280
2012-08-20 10:55:23.000,30
2012-08-20 18:00:08.000,1
2012-08-22 11:51:38.000,3
2012-08-23 16:14:12.000,12
2012-08-24 15:50:17.000,345
2012-09-04 17:16:01.000,26
2012-09-11 17:19:24.000,9
2012-09-12 16:45:51.000,41
2012-09-14 15:13:16.000,6
2012-09-14 16:15:49.000,8
2012-09-17 13:41:24.000,17
2012-09-17 14:42:39.000,32
2012-09-17 16:23:10.000,83
2012-09-18 12:13:41.000,6
2012-09-18 15:10:08.000,18
2012-09-19 10:02:21.000,10
2012-09-19 13:15:12.000,189
2012-09-19 14:44:10.000,21
2012-09-20 12:37:31.000,8
2012-09-20 16:26:08.000,96
2012-09-21 14:05:08.000,20
2012-09-21 15:18:58.000,45
2012-09-21 16:35:04.000,14
2012-09-21 17:55:25.000,90
2012-09-24 11:29:05.000,24
2012-09-24 15:24:33.000,11
2012-09-25 12:03:27.000,12
2012-09-26 14:00:04.000,39
2012-09-26 15:13:46.000,14
2012-09-26 17:09:20.000,16
2012-09-27 15:38:24.000,14
2012-09-27 17:10:33.000,83
2012-09-27 18:52:48.000,15
2012-09-28 15:13:40.000,2
2012-09-28 16:34:40.000,38
2012-09-28 17:06:06.000,35
2012-09-28 18:23:50.000,189
2012-10-01 12:50:17.000,212
2012-10-01 16:09:20.000,41
2012-10-02 15:49:18.000,24
2012-10-03 12:07:47.000,246
2012-10-03 13:44:22.000,22
2012-10-03 15:11:37.000,50
2012-10-03 19:03:08.000,63
2012-10-04 13:26:18.000,33
2012-10-04 15:03:10.000,15
2012-10-04 17:21:08.000,182
2012-10-05 17:28:20.000,94
2012-10-09 15:48:00.000,255
2012-10-10 13:23:13.000,4
2012-10-10 18:27:00.000,14
2012-10-11 12:57:53.000,84
2012-10-11 13:24:04.000,591
2012-10-11 16:10:34.000,59
2012-10-11 16:55:33.000,4
2012-10-11 18:28:36.000,53
2012-10-15 12:32:40.000,82
2012-10-15 16:09:05.000,17
2012-10-15 17:24:40.000,64
2012-10-16 17:52:04.000,3
2012-10-16 18:08:13.000,13
2012-10-16 19:10:32.000,11
2012-10-17 12:41:35.000,52
2012-10-17 13:31:00.000,2
2012-10-17 15:15:00.000,34
2012-10-17 15:59:29.000,5
2012-10-18 15:51:44.000,17
2012-10-18 17:35:24.000,4
2012-10-18 18:52:53.000,58
2012-10-19 17:06:20.000,62
2012-10-22 11:23:04.000,210
2012-10-22 12:27:08.000,17
2012-10-23 15:44:24.000,42
2012-10-25 12:43:29.000,6
2012-10-25 17:05:12.000,58
2012-10-25 18:52:04.000,23
2012-10-27 14:01:22.000,8
2012-10-31 18:47:45.000,6
2012-11-01 13:01:40.000,12
2012-11-01 20:49:48.000,12
2012-11-02 18:21:04.000,44
2012-11-02 18:55:01.000,127
2012-11-06 14:46:44.000,300
2012-11-06 17:45:16.000,13
2012-11-08 14:36:48.000,17
2012-11-08 15:56:46.000,10
2012-11-09 15:56:42.000,179
2012-11-09 16:15:01.000,17
2012-11-09 18:08:00.000,2
2012-11-13 12:31:48.000,3
2012-11-13 13:35:01.000,19
2012-11-14 12:36:23.000,10
2012-11-14 14:57:46.000,8
2012-11-14 16:08:00.000,20
2012-11-14 18:01:21.000,51
2012-11-15 16:07:05.000,11
2012-11-15 17:44:00.000,9
2012-11-15 18:19:44.000,4
2012-11-16 16:37:55.000,43
2012-11-16 17:43:33.000,23
2012-11-16 18:06:19.000,136
2012-11-19 17:23:32.000,19
2012-11-19 17:55:00.000,12
2012-11-19 18:55:00.000,9
2012-11-20 16:50:29.000,15
2012-11-20 18:05:00.000,20
2012-11-21 14:05:00.000,12
2012-11-22 10:40:54.000,23
2012-11-22 15:01:36.000,4
2012-11-22 18:17:26.000,16
2012-11-22 19:30:00.000,20
2012-11-22 20:30:00.000,35
2012-11-23 13:25:27.000,2
2012-11-23 15:04:41.000,43
2012-11-23 15:56:05.000,143
2012-11-26 15:05:59.000,3
2012-11-26 15:57:49.000,14
2012-11-26 18:53:21.000,5
2012-11-27 11:10:56.000,12
2012-11-28 12:49:00.000,14
2012-11-28 13:32:36.000,14
2012-11-28 14:20:00.000,5
2012-11-29 12:07:01.000,16
2012-11-29 13:24:04.000,12
2012-11-29 14:20:01.000,6
2012-11-29 18:18:42.000,7
2012-11-30 11:22:31.000,9
2012-11-30 19:04:04.000,19
2012-12-03 13:25:29.000,110
2012-12-03 17:11:23.000,13
2012-12-03 17:29:17.000,21
2012-12-03 18:21:09.000,9
2012-12-04 13:04:26.000,14
2012-12-04 14:05:00.000,5
2012-12-04 17:07:33.000,10
2012-12-04 18:31:54.000,8
2012-12-06 16:06:17.000,44
2012-12-06 16:40:00.000,5
2012-12-06 19:11:40.000,2
2012-12-06 19:58:54.000,9
2012-12-07 18:33:41.000,15
2012-12-10 13:51:23.000,6
2012-12-10 17:11:45.000,4
2012-12-10 18:46:00.000,8
2012-12-10 19:25:00.000,7
2012-12-11 14:30:45.000,7
2012-12-11 18:24:30.000,10
2012-12-12 16:27:04.000,6
2012-12-13 11:13:04.000,1
2012-12-13 14:03:46.000,17
2012-12-13 16:55:30.000,5
2012-12-14 17:05:52.000,79
2012-12-17 13:18:26.000,48
2012-12-17 15:07:48.000,10
2012-12-17 17:44:40.000,12
2012-12-18 13:41:10.000,24
2012-12-18 14:00:44.000,2
2012-12-18 17:04:53.000,12
2012-12-18 18:40:00.000,41
2012-12-19 10:40:00.000,11
2012-12-20 17:51:08.000,17
2012-12-21 15:35:54.000,78
2012-12-21 16:35:27.000,51
2012-12-21 18:16:53.000,13
2012-12-22 14:47:39.000,1
2012-12-24 13:43:34.000,10
2012-12-24 17:14:08.000,17
2012-12-24 18:35:00.000,2
2012-12-24 19:14:09.000,15
2012-12-25 16:50:08.000,4
2012-12-25 17:10:00.000,7
2012-12-26 13:24:55.000,12
2012-12-26 16:01:08.000,15
2012-12-26 17:35:00.000,37
2012-12-26 20:25:00.000,32
2012-12-27 11:50:01.000,4
2012-12-27 13:50:05.000,140
2012-12-27 15:41:17.000,6
2012-12-27 16:25:00.000,5
2012-12-27 18:49:30.000,13
2012-12-28 10:10:00.000,102
2012-12-28 12:00:01.000,6
2012-12-28 14:15:38.000,9
2012-12-28 15:52:19.000,1
2012-12-29 12:23:37.000,12
2012-12-29 15:02:32.000,36
2012-12-31 12:01:12.000,3
2013-01-09 12:20:52.000,23
2013-01-09 17:29:21.000,43
2013-01-10 11:14:11.000,44
2013-01-10 17:09:41.000,10
2013-01-10 19:22:30.000,6
2013-01-11 11:07:24.000,64
2013-01-11 17:28:37.000,18
2013-01-11 19:47:38.000,35
2013-01-12 13:59:44.000,33
2013-01-12 21:43:16.000,84
2013-01-13 12:08:37.000,18
2013-01-13 14:57:40.000,43
2013-01-14 11:03:25.000,15
2013-01-14 14:29:04.000,7
2013-01-14 18:32:04.000,23
2013-01-14 19:57:34.000,23
2013-01-15 09:49:31.000,33
2013-01-15 12:32:23.000,19
2013-01-15 17:00:47.000,35
2013-01-16 13:08:35.000,23
2013-01-16 16:36:55.000,10
2013-01-16 17:39:41.000,104
2013-01-16 18:33:46.000,17
2013-01-17 11:51:39.000,12
2013-01-17 12:07:00.000,10
2013-01-17 13:36:00.000,17
2013-01-18 11:53:08.000,37
2013-01-18 16:08:17.000,38
2013-01-18 16:46:20.000,22
2013-01-21 12:34:53.000,8
2013-01-21 14:19:32.000,36
2013-01-21 17:37:35.000,10
2013-01-22 13:38:56.000,6
2013-01-22 16:16:12.000,17
2013-01-22 17:17:31.000,10
2013-01-23 12:00:29.000,25
2013-01-23 13:40:54.000,5
2013-01-23 16:56:51.000,15
2013-01-23 18:32:31.000,3
2013-01-24 11:50:00.000,61
2013-01-24 16:56:42.000,5
2013-01-25 12:46:04.000,30
2013-01-25 15:46:29.000,11
2013-01-25 16:41:33.000,8
2013-01-25 17:35:04.000,22
2013-01-25 18:34:00.000,26
2013-01-28 12:58:00.000,21
2013-01-28 15:36:04.000,16
2013-01-28 18:48:12.000,4
2013-01-29 12:32:35.000,19
2013-01-29 14:53:13.000,46
2013-01-30 11:49:04.000,13
2013-01-30 13:20:09.000,54
2013-01-30 14:56:14.000,6
2013-01-30 17:57:08.000,54
2013-01-31 12:36:00.000,26
2013-01-31 14:52:45.000,12
2013-01-31 15:24:07.000,15
2013-01-31 16:15:08.000,9
2013-01-31 17:02:00.000,4
2013-01-31 17:35:04.000,405
2013-02-01 14:31:28.000,5
2013-02-01 16:01:53.000,17
2013-02-04 13:17:11.000,34
2013-02-04 15:00:14.000,57
2013-02-04 15:35:44.000,8
2013-02-04 16:27:00.000,18
2013-02-04 18:16:20.000,22
2013-02-05 11:53:19.000,4
2013-02-05 13:00:10.000,24
2013-02-05 16:08:47.000,16
2013-02-06 11:19:05.000,20
2013-02-06 12:20:00.000,32
2013-02-06 14:33:36.000,35
2013-02-06 15:41:05.000,14
2013-02-06 19:05:26.000,17
2013-02-07 13:01:55.000,9
2013-02-07 13:35:37.000,18
2013-02-07 16:27:46.000,14
